"ID","Region","Gender","Degree","Marital","Religion","Happy","Income","Politics","Marijuana","DeathPenalty","OwnGun","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres04","Postlife"
804,"North Central","Female","HS","Married","Catholic","Pretty happy","NA","Slightly conservative","NA","Favor","No","NA","NA","NA","Too much","Bush","No"
805,"North Central","Female","HS","Married","Protestant","Pretty happy","NA","Slightly conservative","Not legal","Favor","NA","About right","Too little","About right","Too little","NA","Yes"
806,"North Central","Female","HS","Divorced","None","Not too happy","Refused","Slightly conservative","Legal","Oppose","NA","NA","NA","NA","Too little","Kerry","Yes"
807,"North Central","Male","HS","Never Married","None","Pretty happy","1000-2999","Liberal","Legal","Oppose","No","NA","About right","Too little","Too little","Kerry","NA"
808,"North Central","Male","Left HS","Never Married","Catholic","Not too happy","35000-39999","Extremely liberal","Legal","Favor","NA","NA","NA","NA","Too little","Kerry","Yes"
809,"North Central","Male","Jr Col","Never Married","Catholic","Pretty happy","17500-19999","Slightly liberal","Not legal","Favor","Yes","NA","NA","NA","Too little","Bush","NA"
810,"North Central","Female","Jr Col","Divorced","Catholic","Pretty happy","22500-24999","Conservative","NA","Oppose","No","About right","Too little","Too little","Too much","Bush","Yes"
811,"North Central","Female","HS","Married","Catholic","Very happy","NA","Slightly conservative","NA","Favor","NA","NA","NA","NA","About right","Kerry","Yes"
812,"North Central","Female","Graduate","Married","Catholic","Very happy","10000-124999","Liberal","Not legal","Favor","No","NA","NA","NA","Too little","NA","NA"
813,"North Central","Male","HS","Never Married","None","NA","20000-22499","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
814,"North Central","Female","Bachelors","Married","Protestant","NA","75000-89999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
815,"North Central","Female","Left HS","Never Married","Catholic","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
816,"North Central","Female","Jr Col","Married","Catholic","Pretty happy","8000-9999","Moderate","Not legal","Favor","NA","Too much","Too little","Too little","Too little","Bush","Yes"
817,"North Central","Female","HS","Divorced","Protestant","NA","17500-19999","Conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
818,"North Central","Male","Left HS","Never Married","None","Pretty happy","under 1000","Moderate","NA","Favor","Yes","NA","NA","NA","About right","NA","Yes"
819,"North Central","Female","Bachelors","Married","Protestant","Very happy","17500-19999","Moderate","Not legal","Oppose","No","NA","NA","NA","About right","NA","Yes"
820,"North Central","Female","HS","Married","Protestant","NA","5000-5999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
821,"North Central","Female","HS","Widowed","Protestant","Very happy","12500-14999","Conservative","NA","Favor","No","Too much","Too little","Too little","Too little","Bush","Yes"
822,"North Central","Female","Left HS","Married","Protestant","Very happy","35000-39999","Slightly conservative","Not legal","NA","NA","NA","NA","NA","About right","NA","Yes"
823,"North Central","Female","HS","Separated","Protestant","Very happy","NA","Slightly conservative","NA","Oppose","No","NA","NA","NA","About right","NA","Yes"
824,"North Central","Male","Left HS","Married","Protestant","Pretty happy","Refused","Conservative","NA","NA","No","About right","Too little","About right","Too little","Kerry","Yes"
825,"North Central","Female","HS","Married","Protestant","Pretty happy","NA","Liberal","NA","Oppose","Yes","NA","NA","NA","About right","Kerry","Yes"
826,"North Central","Female","HS","Divorced","Protestant","Pretty happy","10000-124999","Slightly conservative","Not legal","NA","NA","NA","NA","NA","Too little","NA","No"
827,"North Central","Female","HS","Never Married","Protestant","NA","1000-2999","NA","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
828,"North Central","Female","HS","Widowed","Protestant","Pretty happy","NA","Liberal","NA","Favor","No","NA","NA","NA","Too little","Kerry","Yes"
829,"North Central","Male","Left HS","Divorced","Protestant","Not too happy","NA","NA","Not legal","Oppose","No","Too much","Too little","Too much","Too much","NA","Yes"
830,"North Central","Male","Jr Col","Divorced","Catholic","Not too happy","NA","Slightly liberal","Not legal","Oppose","Yes","Too much","About right","Too little","Too much","NA","No"
831,"North Central","Male","Left HS","Married","None","Pretty happy","22500-24999","Slightly conservative","Legal","Favor","No","About right","About right","About right","About right","NA","Yes"
832,"North Central","Female","HS","Never Married","Protestant","Pretty happy","5000-5999","Slightly conservative","Not legal","Favor","NA","NA","NA","NA","Too little","NA","No"
833,"North Central","Female","HS","Married","Protestant","Not too happy","4000-4999","Conservative","Not legal","Oppose","No","NA","NA","NA","Too much","Kerry","Yes"
834,"North Central","Female","HS","Divorced","Protestant","NA","Refused","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
835,"South Central","Female","HS","Divorced","Protestant","NA","35000-39999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
836,"South Central","Female","HS","Divorced","Protestant","Pretty happy","12500-14999","Slightly conservative","Legal","NA","No","Too much","Too little","Too little","About right","Bush","Yes"
837,"South Central","Male","Jr Col","Married","Protestant","Very happy","40000-49999","Moderate","Not legal","NA","No","NA","NA","NA","About right","Kerry","Yes"
838,"South Central","Male","Bachelors","Married","Protestant","Very happy","50000-59999","Moderate","NA","Favor","Yes","Too little","Too little","Too little","About right","Bush","Yes"
839,"South Central","Male","Jr Col","Divorced","Protestant","Not too happy","NA","Conservative","NA","Oppose","No","NA","NA","NA","About right","Bush","Yes"
840,"South Central","Male","HS","Divorced","None","Pretty happy","75000-89999","Moderate","Legal","Favor","NA","About right","Too little","Too little","About right","NA","Yes"
841,"South Central","Male","HS","Married","Protestant","Pretty happy","NA","Extremely conservative","NA","Favor","Yes","NA","NA","NA","About right","Bush","Yes"
842,"South Central","Female","Graduate","Divorced","Protestant","NA","15000-17499","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
843,"South Central","Female","Bachelors","Never Married","Protestant","Pretty happy","50000-59999","Slightly conservative","Legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
844,"South Central","Male","Jr Col","Married","Protestant","Very happy","40000-49999","Slightly conservative","Not legal","Favor","NA","NA","NA","NA","Too much","Bush","Yes"
845,"South Central","Female","HS","Married","Protestant","Very happy","40000-49999","Conservative","Not legal","Favor","No","About right","Too little","Too little","NA","Bush","Yes"
846,"South Central","Female","HS","Married","Protestant","Pretty happy","3000-3999","Moderate","NA","Favor","Yes","Too much","Too little","Too little","About right","Bush","Yes"
847,"South Central","Male","Graduate","Married","Protestant","Pretty happy","75000-89999","Moderate","NA","Favor","No","Too little","Too little","About right","Too little","Bush","Yes"
848,"South Central","Male","HS","Married","Protestant","NA","75000-89999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
849,"South Central","Female","Graduate","Married","Protestant","NA","75000-89999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
850,"South Central","Male","HS","Divorced","Protestant","NA","3000-3999","Conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
851,"South Central","Female","HS","Married","Protestant","Not too happy","NA","Slightly liberal","Not legal","Favor","NA","NA","NA","NA","About right","NA","Yes"
852,"South Central","Female","HS","Married","Protestant","Pretty happy","NA","Moderate","Not legal","Favor","No","About right","Too little","Too little","Too little","Bush","Yes"
853,"South Central","Male","Bachelors","Divorced","Protestant","Pretty happy","60000-74999","Moderate","NA","Favor","Yes","NA","NA","NA","About right","Bush","Yes"
854,"South Central","Male","HS","Never Married","Protestant","Pretty happy","30000-34999","Moderate","NA","Oppose","No","About right","Too little","Too much","Too much","NA","No"
855,"South Central","Male","Jr Col","Never Married","None","Pretty happy","40000-49999","Moderate","Not legal","Favor","No","NA","NA","NA","Too little","NA","Yes"
856,"South Central","Male","HS","Divorced","Protestant","Pretty happy","50000-59999","Slightly conservative","NA","Favor","Yes","About right","About right","Too little","About right","Bush","Yes"
857,"South Central","Female","HS","Married","Protestant","Very happy","NA","Conservative","Not legal","Favor","NA","NA","NA","NA","Too much","Bush","Yes"
858,"South Central","Female","Left HS","Married","Protestant","NA","3000-3999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
859,"South Central","Female","Left HS","Married","Catholic","Pretty happy","NA","Slightly conservative","Not legal","Oppose","No","Too much","Too little","Too little","About right","NA","NA"
860,"South Central","Female","Left HS","Separated","Protestant","Pretty happy","NA","NA","Not legal","Oppose","NA","NA","NA","NA","Too little","NA","Yes"
861,"South Central","Male","HS","Never Married","None","Not too happy","NA","Moderate","NA","Oppose","NA","NA","NA","NA","Too much","NA","No"
862,"South Central","Female","Left HS","Married","Protestant","Pretty happy","22500-24999","Moderate","NA","Favor","No","Too much","Too much","Too little","Too little","NA","No"
863,"South Central","Male","Left HS","Separated","Protestant","Pretty happy","NA","Slightly conservative","Legal","Oppose","No","About right","About right","About right","Too little","NA","Yes"
864,"South Central","Female","HS","Divorced","Protestant","Not too happy","30000-34999","Slightly conservative","Not legal","Favor","NA","Too little","Too little","About right","Too little","Bush","Yes"
865,"South Central","Female","Left HS","Widowed","Protestant","Pretty happy","Refused","Slightly liberal","NA","Favor","Yes","Too much","Too little","Too little","About right","Kerry","Yes"
866,"South Central","Male","Left HS","Married","Catholic","Very happy","NA","NA","NA","Favor","No","NA","NA","NA","About right","NA","Yes"
867,"South Central","Male","Left HS","Married","Catholic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
868,"South Central","Male","Bachelors","Married","Protestant","Very happy","NA","Slightly conservative","Not legal","Oppose","NA","About right","Too little","About right","Too little","Bush","NA"
869,"South Central","Male","Left HS","Married","Catholic","NA","25000-29999","Conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
870,"South Central","Female","Graduate","Married","Protestant","Very happy","Refused","Conservative","NA","Favor","Refused","Too little","Too little","Too little","About right","NA","Yes"
871,"South Central","Female","HS","Divorced","Catholic","Pretty happy","75000-89999","Moderate","NA","Favor","No","Too much","Too little","Too little","About right","Bush","Yes"
872,"South Central","Female","HS","Never Married","Buddhism","Pretty happy","25000-29999","Moderate","Not legal","Favor","NA","About right","Too little","Too little","Too little","NA","No"
873,"South Central","Male","Jr Col","Never Married","None","Not too happy","35000-39999","Liberal","NA","Favor","No","Too little","Too little","Too little","Too little","Kerry","Yes"
874,"South Central","Male","HS","Never Married","None","Not too happy","20000-22499","Slightly liberal","NA","Favor","No","About right","Too little","Too little","Too little","NA","Yes"
875,"South Central","Male","Bachelors","Divorced","Protestant","Pretty happy","NA","Moderate","NA","Oppose","No","Too much","Too little","Too little","Too little","Kerry","Yes"
876,"South Central","Male","HS","Divorced","None","Pretty happy","30000-34999","Moderate","Legal","Oppose","NA","Too much","Too little","About right","About right","NA","Yes"
877,"South Central","Male","HS","Divorced","Protestant","NA","NA","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
878,"South Central","Male","HS","Never Married","NA","Pretty happy","Refused","Extremely liberal","Not legal","Favor","NA","NA","NA","NA","Too little","Kerry","Yes"
879,"South Central","Male","Jr Col","Married","Protestant","NA","17500-19999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
880,"South Central","Female","HS","Married","Protestant","Not too happy","NA","Conservative","NA","Favor","No","About right","Too little","Too little","About right","Bush","Yes"
881,"South Central","Female","HS","Divorced","Catholic","Pretty happy","25000-29999","Conservative","Not legal","Oppose","NA","NA","NA","NA","About right","NA","NA"
882,"South Central","Female","HS","Divorced","Protestant","Very happy","NA","Conservative","Not legal","Favor","No","Too much","Too little","About right","Too little","Bush","Yes"
883,"South Central","Female","Left HS","Married","Catholic","Not too happy","NA","Moderate","Not legal","Oppose","NA","NA","NA","NA","About right","NA","No"
884,"South Central","Female","HS","Never Married","Protestant","Pretty happy","40000-49999","Slightly liberal","NA","Favor","No","Too much","Too little","Too little","About right","Kerry","No"
885,"South Central","Female","Bachelors","Never Married","Protestant","NA","25000-29999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
886,"South Central","Female","HS","Widowed","None","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
887,"South Central","Female","Left HS","Never Married","Protestant","Not too happy","NA","Moderate","Not legal","Oppose","NA","NA","NA","NA","Too little","NA","Yes"
888,"South Central","Female","HS","Divorced","Protestant","Not too happy","NA","Slightly conservative","NA","Oppose","NA","NA","NA","NA","About right","Kerry","NA"
889,"South Central","Male","Graduate","Never Married","Protestant","Very happy","75000-89999","Slightly liberal","Not legal","Favor","No","Too little","Too little","Too little","Too little","Kerry","Yes"
890,"South Central","Female","HS","Never Married","Protestant","Pretty happy","NA","Slightly conservative","Legal","Favor","NA","Too little","About right","Too little","About right","Kerry","Yes"
891,"South Central","Male","HS","Married","Catholic","Pretty happy","NA","Slightly conservative","Not legal","Oppose","No","Too much","NA","Too little","Too little","NA","NA"
892,"South Central","Female","Left HS","Married","Catholic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
893,"South Central","Male","Left HS","Divorced","Catholic","Not too happy","NA","Moderate","NA","Oppose","NA","About right","Too little","NA","NA","NA","No"
