"","m.impr_post","m.impr_pre","m.click_post","m.click_pre","m.cost_post","m.cost_pre","m.conv_post","m.conv_pre","m.value_post","m.value_pre","m.cpm_pre","m.cpm_post","m.cpc_pre","m.cpc_post","m.cpa_pre","m.cpa_post","m.cpr_pre","m.cpr_post","mult.change","d.impr_post","d.impr_pre","d.click_post","d.click_pre","d.cost_post","d.cost_pre","d.conv_post","d.conv_pre","d.value_post","d.value_pre","d.cpm_pre","d.cpm_post","d.cpc_pre","d.cpc_post","d.cpa_pre","d.cpa_post","d.cpr_pre","d.cpr_post","error.cpr_pre","error.cpr_post"
"251",12660,11576,186,141,575.36,440.28,19,20,110.86,309.79,0.038033863,0.045447077,3.122553191,3.093333333,22.014,30.28210526,1.421220827,5.189969331,-0.43,18666,18627,245,236,562.89,555.85,42,41,1187.95,1222.56,0.029841091,0.030155898,2.35529661,2.297510204,13.55731707,13.40214286,0.454660712,0.473833074,0.966560115,4.716136257
"252",3203,5029,39,46,254.88,329.35,15,11,347.72,227.98,0.065490157,0.079575398,7.159782609,6.535384615,29.94090909,16.992,1.444644267,0.733003566,-0.58,4582,7408,34,53,134.21,152.11,18,4,245.65,138.93,0.020533207,0.029290703,2.87,3.947352941,38.0275,7.456111111,1.094867919,0.546346428,0.349776348,0.186657138
"253",7554,4655,166,81,839.44,376.05,53,28,886.23,475.72,0.080784103,0.111125232,4.642592593,5.05686747,13.43035714,15.83849057,0.790486,0.947203322,0.06,15249,12156,143,117,548.65,434.77,51,16,577.44,370.79,0.035765877,0.035979408,3.715982906,3.836713287,27.173125,10.75784314,1.1725505,0.950142006,0.3820645,0.002938684
"254",662,551,11,24,12.67,18.28,0,4,0,35.93,0.033176044,0.019138973,0.761666667,1.151818182,4.57,0,0.508767047,0,0,2311,3067,32,26,63.74,38.45,8,4,35.93,13,0.012536681,0.027581134,1.478846154,1.991875,9.6125,7.9675,2.957692308,1.77400501,2.448925261,1.77400501
"255",3409,5337,114,143,199.52,367.45,12,18,127.86,204.86,0.068849541,0.058527427,2.56958042,1.750175439,20.41388889,16.62666667,1.793663966,1.56045675,-1.09,4442,2894,120,81,167.03,118.8,11,9,131.93,171.93,0.041050449,0.037602431,1.466666667,1.391916667,13.2,15.18454545,0.690978887,1.266050178,1.102685079,0.294406571
"256",6014,3710,206,141,299.32,200.61,23,20,564.58,418.72,0.054072776,0.049770535,1.422765957,1.453009709,10.0305,13.01391304,0.479102981,0.530164016,0,2529,2522,176,148,200.52,166.45,24,8,460.44,101.86,0.065999207,0.079288256,1.124662162,1.139318182,20.80625,8.355,1.634105635,0.435496482,1.155002655,0.094667534
"257",225,770,7,30,19.94,92,3,6,65.93,35.93,0.119480519,0.088622222,3.066666667,2.848571429,15.33333333,6.646666667,2.560534372,0.302441984,-1.25,469,424,12,3,18.93,3.78,0,2,0,35.93,0.008915094,0.040362473,1.26,1.5775,1.89,0,0.105204564,0,2.455329808,0.302441984
"258",903,936,26,26,185.46,130.09,13,10,410.79,299.65,0.138985043,0.20538206,5.003461538,7.133076923,13.009,14.26615385,0.43413983,0.451471555,0,1203,988,24,40,90.41,127.28,2,8,52.93,248.86,0.128825911,0.075153782,3.182,3.767083333,15.91,45.205,0.511452222,1.708105044,0.077312392,1.25663349
"259",3494,3408,74,82,69.54,76.27,14,9,32.95,52.95,0.022379695,0.01990269,0.930121951,0.93972973,8.474444444,4.967142857,1.440415486,2.11047041,0.14,1984,3512,41,45,38.53,37.69,6,6,20,0,0.010731777,0.019420363,0.837555556,0.939756098,6.281666667,6.421666667,0,1.9265,1.440415486,0.18397041
"260",1689,26368,14,435,11.82,614.29,2,53,20,279.74,0.023296799,0.006998224,1.41216092,0.844285714,11.59037736,5.91,2.195931937,0.591,-0.39,3713,22800,15,148,9.65,103.47,1,20,0,135.07,0.004538158,0.002598977,0.699121622,0.643333333,5.1735,9.65,0.766047235,0,1.429884702,0.591
"261",33515,36724,627,1283,518.91,1211.75,67,125,311,627.89,0.032996133,0.015482918,0.944466095,0.827607656,9.694,7.744925373,1.929876252,1.6685209,-0.14,63806,82290,440,916,384.48,961.91,74,135,284.94,481.13,0.01168927,0.006025766,1.050120087,0.873818182,7.125259259,5.195675676,1.999272546,1.349336702,0.069396294,0.319184198
"262",3547,4696,66,193,28.56,104.46,6,24,54.95,81.97,0.022244463,0.008051875,0.541243523,0.432727273,4.3525,4.76,1.274368671,0.519745223,-0.8,2807,2165,37,51,13.36,18.83,2,7,0,63.05,0.00869746,0.00475953,0.369215686,0.361081081,2.69,6.68,0.298651864,0,0.975716808,0.519745223
"263",618,300,21,15,10.23,6.52,0,5,0,0,0.021733333,0.016553398,0.434666667,0.487142857,1.304,0,0,0,0.05,2795,2478,77,87,57.01,66.91,3,9,0,70.92,0.027001614,0.020397138,0.76908046,0.74038961,7.434444444,19.00333333,0.943457417,0,0.943457417,0
"264",1144,625,49,32,20.59,12.93,0,2,0,32.95,0.020688,0.017998252,0.4040625,0.420204082,6.465,0,0.392412747,0,0.05,4488,4138,55,108,29.01,52.21,0,3,0,32.95,0.012617206,0.006463904,0.483425926,0.527454545,17.40333333,0,1.584522003,0,1.192109256,0
"265",248,146,7,4,29.04,11.37,0,3,0,75,0.077876712,0.117096774,2.8425,4.148571429,3.79,0,0.1516,0,0.93,493,386,19,14,62.03,48.4,4,2,85,60,0.125388601,0.125821501,3.457142857,3.264736842,24.2,15.5075,0.806666667,0.729764706,0.655066667,0.729764706
"266",2568,2265,61,53,144.28,156.59,3,11,0,140,0.069134658,0.056183801,2.954528302,2.365245902,14.23545455,48.09333333,1.1185,0,-0.2,23419,14758,295,158,831.82,484.68,73,37,1155,475,0.032841848,0.035519023,3.067594937,2.819728814,13.09945946,11.39479452,1.020378947,0.720190476,0.098121053,0.720190476
"267",1755,1473,18,21,57.61,66.76,0,3,0,133.02,0.045322471,0.032826211,3.179047619,3.200555556,22.25333333,0,0.501879417,0,0.03,6633,7251,30,30,104.79,117.53,3,2,129.81,78.85,0.016208799,0.015798281,3.917666667,3.493,58.765,34.93,1.49055168,0.80725676,0.988672264,0.80725676
"268",2266,1697,20,22,104.62,122.71,2,4,133.02,264.71,0.072309959,0.046169462,5.577727273,5.231,30.6775,52.31,0.4635639,0.786498271,0,2128,2546,7,16,23.46,57.09,0,0,0,0,0.022423409,0.011024436,3.568125,3.351428571,0,0,0,0,0.4635639,0.786498271
"269",997,21351,5,60,9.91,370.19,0,6,0,260.17,0.017338298,0.009939819,6.169833333,1.982,61.69833333,0,1.422877349,0,-0.26,45157,52549,155,165,1380.29,1351.96,40,37,2363.22,2090.07,0.025727607,0.030566468,8.19369697,8.905096774,36.53945946,34.50725,0.646849149,0.584071733,0.776028201,0.584071733
"270",106,83,4,2,12.48,12.15,0,3,0,0,0.146385542,0.117735849,6.075,3.12,4.05,0,0,0,0,169,180,0,3,0,10.11,0,2,0,129.72,0.056166667,0,3.37,0,5.055,0,0.077937095,0,0.077937095,0
"271",1254,3737,20,55,48.28,206.63,2,3,0,61.97,0.055293016,0.038500797,3.756909091,2.414,68.87666667,24.14,3.334355333,0,-1.03,2023,5141,23,24,42.41,47.34,8,7,87.71,205.7,0.009208325,0.020963915,1.9725,1.843913043,6.762857143,5.30125,0.230140982,0.483525254,3.104214351,0.483525254
"272",3361,5629,39,44,108.89,125.13,6,2,63.17,61.97,0.022229526,0.032398096,2.843863636,2.792051282,62.565,18.14833333,2.01920284,1.723761279,-0.47,2774,2937,12,16,31.47,44.74,0,6,0,103.64,0.015233231,0.011344629,2.79625,2.6225,7.456666667,0,0.431686607,0,1.587516233,1.723761279
"273",1373,1147,20,16,88.67,41.05,0,8,0,82.27,0.035789015,0.064581209,2.565625,4.4335,5.13125,0,0.498966817,0,0,1166,2085,13,18,41.31,48.44,5,0,63.67,0,0.023232614,0.035428816,2.691111111,3.177692308,0,8.262,0,0.648814198,0.498966817,0.648814198
"274",169,124,17,14,61.57,36.24,4,12,41.67,184,0.292258065,0.364319527,2.588571429,3.621764706,3.02,15.3925,0.196956522,1.477561795,0,320,358,13,13,38.4,34.75,0,2,0,20.3,0.097067039,0.12,2.673076923,2.953846154,17.375,0,1.71182266,0,1.514866138,1.477561795
"275",4143,1863,48,26,125.73,70.63,7,2,145.51,0,0.03791197,0.030347574,2.716538462,2.619375,35.315,17.96142857,0,0.864064325,0.1,2869,4320,22,29,36.9,43.36,9,2,213.15,20.3,0.010037037,0.012861624,1.495172414,1.677272727,21.68,4.1,2.135960591,0.173117523,2.135960591,0.690946803
"276",1635,1431,42,32,76.14,72.48,13,14,107.88,275.32,0.050649895,0.046568807,2.265,1.812857143,5.177142857,5.856923077,0.263257301,0.705784205,0.3,3672,3501,108,113,196.23,229.8,26,26,340.13,412.27,0.065638389,0.053439542,2.033628319,1.816944444,8.838461538,7.547307692,0.557401703,0.576926469,0.294144402,0.128857735
"277",680,4245,16,58,43.05,160.02,1,4,0,20.3,0.037696113,0.063308824,2.758965517,2.690625,40.005,43.05,7.882758621,0,-0.8,3331,3501,29,41,70.69,87.07,5,0,123.9,0,0.024870037,0.021221855,2.123658537,2.437586207,0,14.138,0,0.570540759,7.882758621,0.570540759
"278",1272,434,39,16,75.69,32.6,9,3,41.17,39.9,0.075115207,0.059504717,2.0375,1.940769231,10.86666667,8.41,0.817042607,1.838474617,-0.05,1027,1256,18,14,29.19,24.85,3,5,0,168.71,0.019785032,0.02842259,1.775,1.621666667,4.97,9.73,0.147294173,0,0.669748433,1.838474617
"279",1985,1482,13,16,34.21,38.34,1,3,0,41.17,0.025870445,0.017234257,2.39625,2.631538462,12.78,34.21,0.931260627,0,0.05,33620,12680,88,66,271.29,247.61,8,9,149.24,232.88,0.019527603,0.008069304,3.751666667,3.082840909,27.51222222,33.91125,1.06325146,1.817810239,0.131990833,1.817810239
"280",919,394,28,14,70.52,31.13,4,4,39.2,83.97,0.079010152,0.076735582,2.223571429,2.518571429,7.7825,17.63,0.370727641,1.798979592,0.05,593,762,8,12,10.31,16.26,3,2,109.85,83.47,0.021338583,0.017386172,1.355,1.28875,8.13,3.436666667,0.194800527,0.093855257,0.175927114,1.705124335
"281",289,268,17,14,22.76,19.34,2,6,41.17,39.9,0.072164179,0.078754325,1.381428571,1.338823529,3.223333333,11.38,0.484711779,0.55282973,0.05,571,838,17,26,15.1,25.66,2,3,0,61.97,0.030620525,0.026444834,0.986923077,0.888235294,8.553333333,7.55,0.414071325,0,0.070640455,0.55282973
"282",379,5160,9,64,6.69,71.81,0,8,0,46.65,0.013916667,0.017651715,1.12203125,0.743333333,8.97625,0,1.539335477,0,-0.53,5874,2322,55,17,63.87,15.4,7,1,78.28,0,0.006632214,0.01087334,0.905882353,1.161272727,15.4,9.124285714,0,0.81591722,1.539335477,0.81591722
"283",1259,702,73,39,100.49,39.67,9,13,107.78,196.41,0.056509972,0.079817315,1.017179487,1.376575342,3.051538462,11.16555556,0.201975459,0.932362219,0.31,2555,2661,49,53,64.25,61.05,4,15,7.2,191.91,0.022942503,0.025146771,1.151886792,1.31122449,4.07,16.0625,0.318117868,8.923611111,0.116142408,7.991248892
"284",3192,922,82,21,65.07,8.25,8,4,76.79,71.49,0.008947939,0.020385338,0.392857143,0.793536585,2.0625,8.13375,0.115400755,0.84737596,0.05,15504,12789,165,136,129.51,101.36,8,7,76.79,78.28,0.007925561,0.008353328,0.745294118,0.784909091,14.48,16.18875,1.294839039,1.686547728,1.179438284,0.839171767
"285",1145,4324,50,185,19.58,126.34,2,12,22.3,80.14,0.029218316,0.017100437,0.682918919,0.3916,10.52833333,9.79,1.576491141,0.878026906,-1.36,2116,3577,74,124,36.7,58.2,5,7,25.54,75.18,0.016270618,0.017344045,0.469354839,0.495945946,8.314285714,7.34,0.774142059,1.436961629,0.802349081,0.558934723
"286",5110,2865,113,39,94.49,31.48,10,1,102.59,0,0.010987784,0.018491194,0.807179487,0.83619469,31.48,9.449,0,0.921044936,0.11,29819,28690,218,176,217.25,173.47,25,15,295.46,123.98,0.006046358,0.007285623,0.985625,0.996559633,11.56466667,8.69,1.399177287,0.735294118,1.399177287,0.185750819
"287",3635,5025,81,108,45.59,76.05,4,12,0,126.44,0.015134328,0.012541953,0.704166667,0.562839506,6.3375,11.3975,0.601471053,0,-0.05,11201,9046,156,121,122.7,92.07,23,28,197.58,179.69,0.010177979,0.010954379,0.760909091,0.786538462,3.288214286,5.334782609,0.512382436,0.621014273,0.089088617,0.621014273
"288",1046,3332,24,73,32.41,149.08,6,8,102.08,86.89,0.044741897,0.030984704,2.042191781,1.350416667,18.635,5.401666667,1.715732535,0.317496082,-0.68,6718,7106,25,33,31.27,54.99,0,2,0,42.64,0.007738531,0.004654659,1.666363636,1.2508,27.495,0,1.289634146,0,0.426098389,0.317496082
"289",3337,7319,181,404,128.99,345.18,13,50,131.58,402.82,0.047162181,0.03865448,0.854405941,0.712651934,6.9036,9.922307692,0.856908793,0.980316157,-0.95,1856,2133,64,96,40.19,59.39,7,18,102.08,203,0.027843413,0.021654095,0.618645833,0.62796875,3.299444444,5.741428571,0.292561576,0.393710815,0.564347217,0.586605342
"290",178,1625,14,67,5.78,49.78,2,6,39.14,45.99,0.030633846,0.03247191,0.742985075,0.412857143,8.296666667,2.89,1.082409219,0.147675013,-0.22,3407,3485,79,74,48.09,50.43,16,5,192.52,29.5,0.014470588,0.014115057,0.681486486,0.608734177,10.086,3.005625,1.709491525,0.249792229,0.627082306,0.102117217
"291",2532,1128,50,18,112.95,35.66,6,4,121.05,133.43,0.031613475,0.044609005,1.981111111,2.259,8.915,18.825,0.267256239,0.933085502,0.2,1568,1507,30,25,96.34,79.14,6,0,148.45,0,0.05251493,0.061441327,3.1656,3.211333333,0,16.05666667,0,0.648972718,0.267256239,0.284112784
"292",2236,1327,79,53,152.27,84.01,3,2,32.85,101.37,0.063308214,0.068099284,1.58509434,1.927468354,42.005,50.75666667,0.828746177,4.635312024,-0.05,3441,3463,89,93,211.34,234.4,19,15,556.13,306.15,0.067686977,0.061418192,2.520430108,2.374606742,15.62666667,11.12315789,0.765637759,0.38001906,0.063108418,4.255292964
"293",453,1937,25,81,68.66,210.56,0,7,0,85.36,0.108704182,0.151567329,2.599506173,2.7464,30.08,0,2.466729147,0,-0.84,1516,3223,51,66,201.96,248.41,14,11,311.74,392.75,0.077074155,0.133218997,3.763787879,3.96,22.58272727,14.42571429,0.632488861,0.647847565,1.834240287,0.647847565
"294",387,138,8,5,13.92,8.25,0,5,0,90.5,0.059782609,0.035968992,1.65,1.74,1.65,0,0.091160221,0,0.03,1145,786,25,17,82.87,57.67,8,2,247.43,33.65,0.073371501,0.072375546,3.392352941,3.3148,28.835,10.35875,1.713818722,0.334923009,1.622658501,0.334923009
"295",3,1088,0,33,0,52.77,0,2,0,0,0.048501838,0,1.599090909,0,26.385,0,0,0,0.07,12744,9014,140,90,324.65,249.97,7,15,214.84,385.82,0.027731307,0.025474733,2.777444444,2.318928571,16.66466667,46.37857143,0.6478928,1.511124558,0.6478928,1.511124558
"296",34,261,2,21,1.52,37.89,0,4,0,0,0.145172414,0.044705882,1.804285714,0.76,9.4725,0,0,0,0.07,739,555,23,24,61.95,65.19,2,10,88.55,202.1,0.117459459,0.083829499,2.71625,2.693478261,6.519,30.975,0.322563088,0.699604743,0.322563088,0.699604743
"297",2809,1866,74,76,146.78,178.32,6,6,129.9,172.92,0.095562701,0.052253471,2.346315789,1.983513514,29.72,24.46333333,1.031228314,1.129946112,-0.23,4183,6046,54,62,137.46,164.52,9,4,265.02,145.34,0.027211379,0.032861583,2.653548387,2.545555556,41.13,15.27333333,1.131966424,0.518677836,0.10073811,0.611268277
"298",141,275,4,9,2.98,15.83,0,6,0,15.5,0.057563636,0.021134752,1.758888889,0.745,2.638333333,0,1.021290323,0,-0.28,711,963,22,30,47.56,98.18,3,0,88.86,0,0.101952233,0.066891702,3.272666667,2.161818182,0,15.85333333,0,0.535223948,1.021290323,0.535223948
"299",306,76,11,4,43.7,12.95,0,3,0,60.25,0.170394737,0.142810458,3.2375,3.972727273,4.316666667,0,0.214937759,0,-0.15,678,184,42,10,159.78,41.5,2,3,65.06,22,0.225543478,0.235663717,4.15,3.804285714,13.83333333,79.89,1.886363636,2.455886874,1.671425877,2.455886874
"300",483,247,14,18,67.42,65.69,0,3,0,105.7,0.265951417,0.139585921,3.649444444,4.815714286,21.89666667,0,0.621475875,0,-0.1,536,814,24,26,81.19,92.42,1,2,0,33.85,0.113538084,0.151473881,3.554615385,3.382916667,46.21,81.19,2.73028065,0,2.108804775,0
"301",1303,1179,73,54,53.46,38.97,6,1,39.75,0,0.033053435,0.041028396,0.721666667,0.732328767,38.97,8.91,0,1.34490566,0.07,2217,2438,55,49,34.29,43.39,0,2,0,15.59,0.017797375,0.015466847,0.885510204,0.623454545,21.695,0,2.783194355,0,2.783194355,1.34490566
"302",3463,2452,77,75,202.89,192.43,3,9,0,193.25,0.078478793,0.05858793,2.565733333,2.634935065,21.38111111,67.63,0.995756792,0,-0.58,4208,4637,39,59,80.25,113.18,5,3,130.65,65.55,0.024408022,0.019070817,1.918305085,2.057692308,37.72666667,16.05,1.7266209,0.61423651,0.730864108,0.61423651
"303",2038,3271,39,91,137.71,349.64,3,9,61.58,134.8,0.106890859,0.067571148,3.842197802,3.531025641,38.84888889,45.90333333,2.593768546,2.236278012,-0.7,456,1415,3,11,11.2,42.72,0,4,0,114.8,0.030190813,0.024561404,3.883636364,3.733333333,10.68,0,0.372125436,0,2.22164311,2.236278012
"304",5310,3908,335,247,962.9,866.3,68,48,1300.2,829.51,0.22167349,0.1813371,3.507287449,2.874328358,18.04791667,14.16029412,1.044351485,0.740578373,-0.61,1776,3157,22,51,81.08,213.05,5,13,122.26,238.05,0.067484954,0.045653153,4.17745098,3.685454545,16.38846154,16.216,0.894980046,0.663176836,0.149371438,0.077401536
"305",1425,1231,33,28,58.56,52.75,5,0,81.22,0,0.04285134,0.041094737,1.883928571,1.774545455,0,11.712,0,0.721004679,0.15,1909,2638,31,37,96.13,111.96,0,6,0,209.92,0.042441243,0.050356207,3.025945946,3.100967742,18.66,0,0.533346037,0,0.533346037,0.721004679
"306",801,1150,13,39,15.24,52.19,2,2,36.35,119.43,0.045382609,0.019026217,1.338205128,1.172307692,26.095,7.62,0.43699238,0.419257221,0.07,3877,3732,58,66,133.28,169.58,6,11,86.3,220.66,0.045439443,0.034377096,2.569393939,2.297931034,15.41636364,22.21333333,0.768512644,1.54438007,0.331520263,1.125122848
"307",1648,882,45,37,130.47,111.87,6,2,89.25,71.97,0.126836735,0.079168689,3.023513514,2.899333333,55.935,21.745,1.554397666,1.461848739,-0.15,7162,7036,68,77,254.55,298.32,25,11,646.86,77.95,0.04239909,0.035541748,3.874285714,3.743382353,27.12,10.182,3.827068634,0.393516371,2.272670968,1.068332368
"308",8045,11854,142,238,466.31,1033.98,21,39,454.91,824.09,0.087226253,0.05796271,4.344453782,3.283873239,26.51230769,22.2052381,1.254693055,1.025059902,-0.85,12043,16792,91,125,287.15,406.7,13,17,352.07,289.49,0.024219867,0.023843727,3.2536,3.155494505,23.92352941,22.08846154,1.404884452,0.815604851,0.150191397,0.209455051
"309",2889,6832,28,76,79.39,254.15,0,10,0,162.7,0.037199941,0.027480097,3.344078947,2.835357143,25.415,0,1.562077443,0,-0.51,9833,11351,73,56,219.33,174.59,2,14,114.85,478.32,0.015381024,0.022305502,3.117678571,3.004520548,12.47071429,109.665,0.36500669,1.909708315,1.197070753,1.909708315
"310",8072,4145,152,82,246.45,96.34,17,10,193.34,216.42,0.023242461,0.030531467,1.174878049,1.621381579,9.634,14.49705882,0.445152943,1.274697424,0.35,179921,149601,1307,1030,4195.05,3151.24,253,192,5507.31,4175.61,0.021064298,0.023316066,3.059456311,3.209678653,16.41270833,16.5812253,0.75467776,0.761723963,0.309524816,0.512973461
"311",727,638,84,99,435.69,496.71,23,27,347.19,408.8,0.77854232,0.599298487,5.017272727,5.186785714,18.39666667,18.94304348,1.215044031,1.254903655,-0.2,925,903,58,69,239.22,299.4,21,27,209.61,509.66,0.331561462,0.258616216,4.339130435,4.124482759,11.08888889,11.39142857,0.587450457,1.141262344,0.627593574,0.113641311
"312",260,2506,2,18,5.15,31.69,0,3,0,18.38,0.01264565,0.019807692,1.760555556,2.575,10.56333333,0,1.724156692,0,-0.19,13781,19887,106,126,358.64,387.71,26,35,610.64,535.87,0.01949565,0.026024236,3.077063492,3.383396226,11.07742857,13.79384615,0.723515032,0.587318224,1.00064166,0.587318224
"313",5737,3734,41,42,249.9,288.93,11,13,180.35,487.73,0.077378147,0.043559352,6.879285714,6.095121951,22.22538462,22.71818182,0.592397433,1.385639035,0,15774,17340,186,219,1283.21,1586.88,138,122,3167.32,3151.29,0.091515571,0.081349689,7.246027397,6.898978495,13.00721311,9.298623188,0.503565207,0.405140624,0.088832226,0.980498412
"314",901,885,26,37,48.17,61.59,1,0,0,0,0.06959322,0.053462819,1.664594595,1.852692308,0,48.17,0,0,-0.07,8300,8533,165,186,523.07,615.18,29,72,891.76,1663.43,0.072094222,0.063020482,3.307419355,3.170121212,8.544166667,18.03689655,0.369826202,0.586559164,0.369826202,0.586559164
"315",185,211,38,41,88.28,98.75,5,3,26.13,0,0.468009479,0.477189189,2.408536585,2.323157895,32.91666667,17.656,0,3.378492155,-0.2,330,326,65,61,165.05,186.38,23,29,615.4,829.75,0.571717791,0.500151515,3.055409836,2.539230769,6.426896552,7.176086957,0.224621874,0.268199545,0.224621874,3.11029261
"316",1028,811,40,28,78,58.17,0,1,0,0,0.071726264,0.075875486,2.0775,1.95,58.17,0,0,0,-0.63,2064,1855,87,86,106.88,118.17,3,3,32.85,144.21,0.063703504,0.051782946,1.374069767,1.228505747,39.39,35.62666667,0.819429998,3.253576865,0.819429998,3.253576865
"317",692,768,6,11,11.78,24.65,0,3,0,72.22,0.032096354,0.017023121,2.240909091,1.963333333,8.216666667,0,0.341318194,0,0.07,3828,3375,49,47,155.08,147.52,5,14,151.91,295.7,0.04370963,0.040512017,3.138723404,3.164897959,10.53714286,31.016,0.498884004,1.020867619,0.15756581,1.020867619
"318",648,3110,4,29,10.35,105.11,0,6,0,34.5,0.033797428,0.015972222,3.624482759,2.5875,17.51833333,0,3.046666667,0,-0.09,18266,11142,212,127,1269.47,705.28,49,34,1135.15,856.97,0.063299228,0.069499069,5.553385827,5.988066038,20.74352941,25.90755102,0.822992637,1.118327974,2.22367403,1.118327974
"319",3165,2604,99,81,260.97,191.5,14,26,105.43,430.32,0.073540707,0.082454976,2.364197531,2.636060606,7.365384615,18.64071429,0.445017661,2.475291663,-0.64,7680,7648,136,163,352.13,473.34,13,31,332.16,358.29,0.06189069,0.04585026,2.90392638,2.589191176,15.26903226,27.08692308,1.321108599,1.060121628,0.876090938,1.415170035
"320",2378,1430,32,27,81.33,90.11,2,1,0,0,0.063013986,0.034201009,3.337407407,2.5415625,90.11,40.665,0,0,-0.32,1575,1345,35,18,72.37,36.69,7,2,153.34,35.25,0.02727881,0.045949206,2.038333333,2.067714286,18.345,10.33857143,1.040851064,0.471957741,1.040851064,0.471957741
"321",7539,7978,306,375,611.19,762.57,27,52,447.21,953.05,0.095584106,0.081070434,2.03352,1.997352941,14.66480769,22.63666667,0.800136404,1.366673375,0.07,16476,10853,552,452,1911.32,1696.15,148,148,3280.9,3312.68,0.156283977,0.116006312,3.752544248,3.462536232,11.46047297,12.91432432,0.51201746,0.582559664,0.288118944,0.784113711
"322",1219,944,26,28,47.99,52.74,3,4,36.58,155.96,0.055868644,0.039368335,1.883571429,1.845769231,13.185,15.99666667,0.338163632,1.311919081,0.25,32780,33119,709,754,2898.23,3312,199,269,3707.55,5537.57,0.100003019,0.088414582,4.392572944,4.087771509,12.31226766,14.56396985,0.598096277,0.781710294,0.259932645,0.530208788
"323",1859,15146,37,382,26.18,266.89,6,69,26.33,207.72,0.017621154,0.01408284,0.698664921,0.707567568,3.867971014,4.363333333,1.284854612,0.994303076,-0.71,11727,15729,192,226,165.62,169.53,49,40,226.15,125.05,0.01077818,0.014122964,0.750132743,0.862604167,4.23825,3.38,1.355697721,0.732345788,0.070843109,0.261957288
"324",1084,865,35,23,33.19,19.53,11,4,8.5,0,0.022578035,0.030618081,0.849130435,0.948285714,4.8825,3.017272727,0,3.904705882,-0.07,7012,5793,134,125,180.08,147.86,44,38,172.48,108.35,0.025523908,0.025681689,1.18288,1.343880597,3.891052632,4.092727273,1.364651592,1.04406308,1.364651592,2.860642803
"325",269,91,14,3,39.97,7.35,3,3,13,28.32,0.080769231,0.148587361,2.45,2.855,2.45,13.32333333,0.259533898,3.074615385,0.95,208,163,1,2,2.13,1.7,0,2,0,0,0.010429448,0.010240385,0.85,2.13,0.85,0,0,0,0.259533898,3.074615385
